dataset,path,error,subject,session,dim_x,dim_y,dim_z,voxel_x_mm,voxel_y_mm,voxel_z_mm,file_size_mb,tesla,manufacturer,model,n_voxels,n_nonzero,nonzero_frac,mean,median,std,mad,kurtosis,skewness,p01,p05,p95,p99,entropy,efc
MR-ART,/run/media/falconnier/Elements1/datasets/BIDS_datasets/MR-ART/sub-407309/anat/sub-407309_acq-standard_T1w.nii.gz,,sub-407309,,192,256,256,1.0,1.0,1.0,8.33119010925293,3,Siemens,Prisma,12582912,7240370,0.57541290918986,74.53051109668078,2.002609269693494,149.77772265075066,2.002609269693494,3.1280816393655373,2.013269187413199,0.0,0.0,434.00878420099616,558.9963771775365,0.9983204408516528,0.4093
MR-ART,/run/media/falconnier/Elements1/datasets/BIDS_datasets/MR-ART/sub-367500/anat/sub-367500_acq-standard_T1w.nii.gz,,sub-367500,,192,256,256,1.0,1.0,1.0,9.402475357055664,3,Siemens,Prisma,12582912,7880023,0.6262479623158773,80.4585204923793,2.0072327256202698,155.3588343956923,2.0072327256202698,4.0416257529725055,2.093689828306947,0.0,0.0,430.99747136235237,655.9933915138245,1.1615013283672329,0.4256
MR-ART,/run/media/falconnier/Elements1/datasets/BIDS_datasets/MR-ART/sub-401697/anat/sub-401697_acq-standard_T1w.nii.gz,,sub-401697,,192,256,256,1.0,1.0,1.0,9.319793701171875,3,Siemens,Prisma,12582912,8150559,0.6477482318878174,77.93180719320274,1.9982604905962944,144.90427792914363,1.9982604905962944,2.5376339946165105,1.8366630687440777,0.0,0.0,407.00284206680954,526.9936267640442,0.9032749296127048,0.4386
MR-ART,/run/media/falconnier/Elements1/datasets/BIDS_datasets/MR-ART/sub-409228/anat/sub-409228_acq-standard_T1w.nii.gz,,sub-409228,,192,256,256,1.0,1.0,1.0,10.002367973327637,3,Siemens,MAGNETOM Prisma,12582912,8864917,0.7045203049977621,67.66156242146472,1.9965667622163892,113.42762230614998,1.9965667622163892,2.8989349984609873,1.7981735025814574,0.0,0.0,293.9971832865849,480.00519819930196,1.9777341965896382,0.4807
MR-ART,/run/media/falconnier/Elements1/datasets/BIDS_datasets/MR-ART/sub-436999/anat/sub-436999_acq-standard_T1w.nii.gz,,sub-436999,,192,256,256,1.0,1.0,1.0,9.91801643371582,3,Siemens,Prisma,12582912,8101454,0.6438457171122233,100.98181490754507,2.098451230674982,172.89096701737452,2.098451230674982,2.4800119307608313,1.7242180578580955,0.0,0.0,462.99870770424604,676.9960853345692,1.03607609885307,0.4706
MR-ART,/run/media/falconnier/Elements1/datasets/BIDS_datasets/MR-ART/sub-424015/anat/sub-424015_acq-standard_T1w.nii.gz,,sub-424015,,192,256,256,1.0,1.0,1.0,9.927545547485352,3,Siemens,MAGNETOM Prisma,12582912,8607181,0.6840372880299886,64.74786555600825,2.003067028708756,108.99320296871927,2.003067028708756,2.52701655422172,1.7302229076226405,0.0,0.0,293.006464750506,423.9961473830044,1.574563027400504,0.4785
MR-ART,/run/media/falconnier/Elements1/datasets/BIDS_datasets/MR-ART/sub-440735/anat/sub-440735_acq-standard_T1w.nii.gz,,sub-440735,,192,256,256,1.0,1.0,1.0,10.884378433227539,3,Siemens,Prisma,12582912,9443583,0.7505085468292236,102.25972286012124,3.0021514650434256,169.73091216365216,3.0021514650434256,1.7833428577516877,1.6066252804164316,0.0,0.0,459.00662895292044,651.9879024662077,0.9458082025548168,0.4831
MR-ART,/run/media/falconnier/Elements1/datasets/BIDS_datasets/MR-ART/sub-441269/anat/sub-441269_acq-standard_T1w.nii.gz,,sub-441269,,192,256,256,1.0,1.0,1.0,9.424474716186523,3,Siemens,Prisma,12582912,8026905,0.6379210948944092,73.72672557698264,2.005172872915864,138.9398466109179,2.005172872915864,3.6478292250626785,2.009552406994661,0.0,0.0,381.99621278978884,566.9895810652524,1.0011407920560296,0.4347
MR-ART,/run/media/falconnier/Elements1/datasets/BIDS_datasets/MR-ART/sub-453666/anat/sub-453666_acq-standard_T1w.nii.gz,,sub-453666,,192,256,256,1.0,1.0,1.0,8.737921714782715,3,Siemens,MAGNETOM Prisma,12582912,7498152,0.5958995819091797,56.67287438781711,0.9997711144387722,103.03679392275592,0.9997711144387722,2.966746325829021,1.8852797713660443,0.0,0.0,286.0011901371181,402.99662766233087,1.7942027091564619,0.448
MR-ART,/run/media/falconnier/Elements1/datasets/BIDS_datasets/MR-ART/sub-460834/anat/sub-460834_acq-standard_T1w.nii.gz,,sub-460834,,192,256,256,1.0,1.0,1.0,11.975732803344727,3,Siemens,Prisma,12582912,9812828,0.7798535029093424,109.31742686030009,4.005127223208547,172.57414666200853,4.005127223208547,2.142565675782402,1.617150564408473,0.0,0.0,456.00405022501945,682.9999564215541,1.2894249693928956,0.5046
MR-ART,/run/media/falconnier/Elements1/datasets/BIDS_datasets/MR-ART/sub-508037/anat/sub-508037_acq-standard_T1w.nii.gz,,sub-508037,,192,256,256,1.0,1.0,1.0,9.303711891174316,3,Siemens,Prisma,12582912,8181146,0.6501790682474772,81.59691700609841,1.9995879214257002,157.9877163405493,1.9995879214257002,3.2426862456907584,1.9994849198470008,0.0,0.0,448.00684751942754,641.999926937744,1.264661821399852,0.424
MR-ART,/run/media/falconnier/Elements1/datasets/BIDS_datasets/MR-ART/sub-468609/anat/sub-468609_acq-standard_T1w.nii.gz,,sub-468609,,192,256,256,1.0,1.0,1.0,8.1043701171875,3,Siemens,MAGNETOM Prisma,12582912,6990882,0.5555853843688965,52.37087769828086,1.0018005836755037,102.86484131185615,1.0018005836755037,3.807380730259447,2.06313362445328,0.0,0.0,284.99416122585535,411.0037768110633,1.533292785617684,0.4183
MR-ART,/run/media/falconnier/Elements1/datasets/BIDS_datasets/MR-ART/sub-502250/anat/sub-502250_acq-standard_T1w.nii.gz,,sub-502250,,192,256,256,1.0,1.0,1.0,9.68298053741455,3,Siemens,Prisma,12582912,8172265,0.6494732697804769,86.89530811123795,2.007476896047592,152.54302940448758,2.007476896047592,2.0215514860115853,1.6879018688159098,0.0,0.0,419.0028940625489,540.9957208223641,1.1579334484876382,0.4605
MR-ART,/run/media/falconnier/Elements1/datasets/BIDS_datasets/MR-ART/sub-513281/anat/sub-513281_acq-standard_T1w.nii.gz,,sub-513281,,192,256,256,1.0,1.0,1.0,10.663905143737793,3,Siemens,Prisma,12582912,8876666,0.7054540316263834,88.99553475783519,3.000305213034153,147.0745567340565,3.000305213034153,1.3148040846299738,1.5277975361970997,0.0,0.0,409.9927564188838,507.00961869210005,1.1041524973908392,0.4846
MR-ART,/run/media/falconnier/Elements1/datasets/BIDS_datasets/MR-ART/sub-517724/anat/sub-517724_acq-standard_T1w.nii.gz,,sub-517724,,192,256,256,1.0,1.0,1.0,10.415047645568848,3,Siemens,Prisma,12582912,8548686,0.6793885231018066,102.10698846551793,3.0035858005285263,178.72924586763523,3.0035858005285263,2.805006025696401,1.813985033399631,0.0,0.0,478.99075718969107,729.9931165203452,1.1313901732022515,0.4627
MR-ART,/run/media/falconnier/Elements1/datasets/BIDS_datasets/MR-ART/sub-519991/anat/sub-519991_acq-standard_T1w.nii.gz,,sub-519991,,192,256,256,1.0,1.0,1.0,10.141331672668457,3,Siemens,Prisma,12582912,8302261,0.6598044236501058,91.6298299713249,2.993041779845953,160.02485706207813,2.993041779845953,1.5646287960402878,1.6367797584471084,0.0,0.0,448.99590991437435,561.0070297680795,1.1558042076668409,0.4629
MR-ART,/run/media/falconnier/Elements1/datasets/BIDS_datasets/MR-ART/sub-549056/anat/sub-549056_acq-standard_T1w.nii.gz,,sub-549056,,192,256,256,1.0,1.0,1.0,7.156319618225098,3,Siemens,MAGNETOM Prisma,12582912,6677479,0.5306783517201742,45.76810546412418,1.0048981457948685,89.45361125169738,1.0048981457948685,2.444323533233524,1.8916996268429696,0.0,0.0,258.0024719014764,327.99670397490263,1.728360518874102,0.4191
MR-ART,/run/media/falconnier/Elements1/datasets/BIDS_datasets/MR-ART/sub-535925/anat/sub-535925_acq-standard_T1w.nii.gz,,sub-535925,,192,256,256,1.0,1.0,1.0,8.72753620147705,3,Siemens,MAGNETOM Prisma,12582912,7551194,0.6001149813334147,58.15353138266955,2.0013274932280183,104.12350174833975,2.0013274932280183,3.2415783246988745,1.8954772072932453,0.0,0.0,274.9959658915177,432.00406516250223,1.7761220851485344,0.4539
MR-ART,/run/media/falconnier/Elements1/datasets/BIDS_datasets/MR-ART/sub-567551/anat/sub-567551_acq-standard_T1w.nii.gz,,sub-567551,,192,256,256,1.0,1.0,1.0,10.313008308410645,3,Siemens,Prisma,12582912,8618662,0.6849497159322103,84.36462200658781,2.0018463116139174,155.80704508034475,2.0018463116139174,3.091235346436691,1.943677974994419,0.0,0.0,430.00289276242256,631.0071775317192,1.3707287558317018,0.4426
MR-ART,/run/media/falconnier/Elements1/datasets/BIDS_datasets/MR-ART/sub-579247/anat/sub-579247_acq-standard_T1w.nii.gz,,sub-579247,,192,256,256,1.0,1.0,1.0,8.77164077758789,3,Siemens,Prisma,12582912,7677469,0.610150416692098,66.37120270754524,1.9994201362133026,134.4668004726977,1.9994201362133026,3.677846925439761,2.0967025992154564,0.0,0.0,393.9993702508509,506.9893286302686,0.9121703745083978,0.4072
MR-ART,/run/media/falconnier/Elements1/datasets/BIDS_datasets/MR-ART/sub-570379/anat/sub-570379_acq-standard_T1w.nii.gz,,sub-570379,,192,256,256,1.0,1.0,1.0,9.493773460388184,3,Siemens,Prisma,12582912,8208350,0.6523410479227701,78.91837010257309,3.000305151566863,143.99281986543483,3.000305151566863,2.87862348339928,1.8649775925312566,0.0,0.0,404.99160364083946,549.99808732979,0.8981054633281785,0.4467
MR-ART,/run/media/falconnier/Elements1/datasets/BIDS_datasets/MR-ART/sub-567742/anat/sub-567742_acq-standard_T1w.nii.gz,,sub-567742,,192,256,256,1.0,1.0,1.0,9.225861549377441,3,Siemens,Prisma,12582912,7919718,0.6294026374816895,76.46055341534647,1.9916838593780994,145.27435408151285,1.9916838593780994,3.0852723838482206,1.9336889682508165,0.0,0.0,409.99245220050216,555.9915385879576,1.2104442696767455,0.4307
MR-ART,/run/media/falconnier/Elements1/datasets/BIDS_datasets/MR-ART/sub-561646/anat/sub-561646_acq-standard_T1w.nii.gz,,sub-561646,,192,256,256,1.0,1.0,1.0,8.084980010986328,3,Siemens,Prisma,12582912,7177992,0.5704555511474609,62.82705464899633,0.9980621039867401,132.23264427952185,0.9980621039867401,4.600400996613523,2.244993087223904,0.0,0.0,371.992004185915,525.9965513385832,1.1049490130243127,0.3934
MR-ART,/run/media/falconnier/Elements1/datasets/BIDS_datasets/MR-ART/sub-581638/anat/sub-581638_acq-standard_T1w.nii.gz,,sub-581638,,192,256,256,1.0,1.0,1.0,8.099461555480957,3,Siemens,Prisma,12582912,7156561,0.5687523682912191,66.7103658486165,1.000930778682232,141.23562557449395,1.000930778682232,4.151614062199407,2.195662937077123,0.0,0.0,408.00984850153327,542.0040166564286,0.9095327012594554,0.3905
MR-ART,/run/media/falconnier/Elements1/datasets/BIDS_datasets/MR-ART/sub-584264/anat/sub-584264_acq-standard_T1w.nii.gz,,sub-584264,,192,256,256,1.0,1.0,1.0,8.266656875610352,3,Siemens,Prisma,12582912,7576110,0.6020951271057129,62.38280077445305,1.9910276792943478,131.18558596115577,1.9910276792943478,4.634026899466409,2.2382644338792956,0.0,0.0,374.01153284683824,511.9957844391465,0.6900609422246698,0.3938
MR-ART,/run/media/falconnier/Elements1/datasets/BIDS_datasets/MR-ART/sub-598630/anat/sub-598630_acq-standard_T1w.nii.gz,,sub-598630,,192,256,256,1.0,1.0,1.0,10.592606544494629,3,Siemens,MAGNETOM Prisma,12582912,9002339,0.715441624323527,67.86885574588587,1.9995422661304474,108.24689732439886,1.9995422661304474,1.6622896330885508,1.5584382508168502,0.0,0.0,291.9956565508619,422.0033952668309,1.7329196672592833,0.4997
MR-ART,/run/media/falconnier/Elements1/datasets/BIDS_datasets/MR-ART/sub-593354/anat/sub-593354_acq-standard_T1w.nii.gz,,sub-593354,,192,256,256,1.0,1.0,1.0,9.424297332763672,3,Siemens,Prisma,12582912,7844876,0.623454729715983,77.16866246622108,2.0012511610984802,150.4225818218399,2.0012511610984802,3.9031258459248734,2.089415232986848,0.0,0.0,413.00820837169886,630.0010128393769,1.2049693890923452,0.4222
MR-ART,/run/media/falconnier/Elements1/datasets/BIDS_datasets/MR-ART/sub-597083/anat/sub-597083_acq-standard_T1w.nii.gz,,sub-597083,,192,256,256,1.0,1.0,1.0,8.405675888061523,3,Siemens,MAGNETOM Prisma,12582912,7324692,0.5821142196655273,54.363422450380426,0.9990386813879013,99.40325574497864,0.9990386813879013,2.598548552287858,1.8290403822251298,0.0,0.0,276.99482712708414,369.99624619446695,1.725050679713744,0.4451
MR-ART,/run/media/falconnier/Elements1/datasets/BIDS_datasets/MR-ART/sub-603309/anat/sub-603309_acq-standard_T1w.nii.gz,,sub-603309,,192,256,256,1.0,1.0,1.0,10.532648086547852,3,Siemens,Prisma,12582912,9081416,0.7217260996500651,89.32686944890514,2.9963377229869366,161.09813902912848,2.9963377229869366,2.8797334318097256,1.8673603187684993,0.0,0.0,446.0020433329046,641.0089789144695,1.2028059147472128,0.4517
MR-ART,/run/media/falconnier/Elements1/datasets/BIDS_datasets/MR-ART/sub-599619/anat/sub-599619_acq-standard_T1w.nii.gz,,sub-599619,,192,256,256,1.0,1.0,1.0,9.032676696777344,3,Siemens,Prisma,12582912,8011378,0.6366871198018392,74.57378896068768,1.9925993103533983,148.425799793141,1.9925993103533983,3.865159177342437,2.089274124136583,0.0,0.0,418.00792125985026,590.0064661260694,0.9564765802823656,0.4137
MR-ART,/run/media/falconnier/Elements1/datasets/BIDS_datasets/MR-ART/sub-602346/anat/sub-602346_acq-standard_T1w.nii.gz,,sub-602346,,192,256,256,1.0,1.0,1.0,8.494531631469727,3,Siemens,Prisma,12582912,7466728,0.5934022267659506,70.672608989773,2.0075227227061987,142.5183803571857,2.0075227227061987,3.361093655317557,2.050422370095068,0.0,0.0,415.99922695197165,530.0044164340943,1.104542040214865,0.4084
MR-ART,/run/media/falconnier/Elements1/datasets/BIDS_datasets/MR-ART/sub-607339/anat/sub-607339_acq-standard_T1w.nii.gz,,sub-607339,,192,256,256,1.0,1.0,1.0,10.129260063171387,3,Siemens,Prisma,12582912,8017064,0.6371390024820963,96.56399587685995,3.000473067164421,171.79743360935066,3.000473067164421,3.1756782901841785,1.9061770156615947,0.0,0.0,458.9991970062256,697.0062343887985,1.2679341292748574,0.4572
MR-ART,/run/media/falconnier/Elements1/datasets/BIDS_datasets/MR-ART/sub-607974/anat/sub-607974_acq-standard_T1w.nii.gz,,sub-607974,,192,256,256,1.0,1.0,1.0,8.661768913269043,3,Siemens,Prisma,12582912,7615481,0.6052240530649821,73.24394997871997,1.9939880296587944,149.6875175553969,1.9939880296587944,3.8881873502742543,2.126925424821733,0.0,0.0,431.00818179547787,574.9916471019387,0.9361103406243364,0.4036
MR-ART,/run/media/falconnier/Elements1/datasets/BIDS_datasets/MR-ART/sub-613957/anat/sub-613957_acq-standard_T1w.nii.gz,,sub-613957,,192,256,256,1.0,1.0,1.0,10.359395980834961,3,Siemens,MAGNETOM Prisma,12582912,8822960,0.7011858622233073,72.61970386457254,2.993820095434785,121.02550980794626,2.993820095434785,2.55905316916479,1.7758415913945247,0.0,0.0,329.0008696876466,486.99473552405834,1.7359869194923703,0.4841
MR-ART,/run/media/falconnier/Elements1/datasets/BIDS_datasets/MR-ART/sub-611047/anat/sub-611047_acq-standard_T1w.nii.gz,,sub-611047,,192,256,256,1.0,1.0,1.0,9.10888957977295,3,Siemens,MAGNETOM Prisma,12582912,7756998,0.6164708137512207,57.48001744459142,2.0021057054400444,98.81974836383915,2.0021057054400444,2.2735475574443678,1.7085245176435568,0.0,0.0,268.9972022809088,360.99872636422515,1.6749703563599563,0.4692
MR-ART,/run/media/falconnier/Elements1/datasets/BIDS_datasets/MR-ART/sub-645865/anat/sub-645865_acq-standard_T1w.nii.gz,,sub-645865,,192,256,256,1.0,1.0,1.0,10.249146461486816,3,Siemens,Prisma,12582912,8881786,0.7058609326680502,88.09037561609212,2.000930778682232,149.77578033625727,2.000930778682232,1.2946339448393251,1.5514465160037774,0.0,0.0,417.00716722756624,522.0010624825954,1.0186980737737752,0.4727
MR-ART,/run/media/falconnier/Elements1/datasets/BIDS_datasets/MR-ART/sub-654178/anat/sub-654178_acq-standard_T1w.nii.gz,,sub-654178,,192,256,256,1.0,1.0,1.0,8.146666526794434,3,Siemens,MAGNETOM Prisma,12582912,7182258,0.5707945823669434,51.39869703996271,0.9959258753806353,99.27915471166867,0.9959258753806353,3.9335223125953434,2.0632588755881627,0.0,0.0,274.0007418496534,389.9991894159466,1.4262969299880877,0.4251
MR-ART,/run/media/falconnier/Elements1/datasets/BIDS_datasets/MR-ART/sub-630780/anat/sub-630780_acq-standard_T1w.nii.gz,,sub-630780,,192,256,256,1.0,1.0,1.0,8.822959899902344,3,Siemens,Prisma,12582912,7837340,0.6228558222452799,72.00129443778275,1.994186393916607,142.3727975106903,1.994186393916607,3.4353497176081538,2.0316907731911424,0.0,0.0,405.9958966076374,538.0042181536555,1.194423629317157,0.4159
MR-ART,/run/media/falconnier/Elements1/datasets/BIDS_datasets/MR-ART/sub-652881/anat/sub-652881_acq-standard_T1w.nii.gz,,sub-652881,,192,256,256,1.0,1.0,1.0,9.282090187072754,3,Siemens,Prisma,12582912,8279839,0.6580224831899008,73.44810141582137,1.9922178983688354,138.5688651183602,1.9922178983688354,2.919669523791664,1.9147871689431837,0.0,0.0,394.00259394198656,521.0064849629998,1.02106028154526,0.4337
MR-ART,/run/media/falconnier/Elements1/datasets/BIDS_datasets/MR-ART/sub-654601/anat/sub-654601_acq-standard_T1w.nii.gz,,sub-654601,,192,256,256,1.0,1.0,1.0,8.365556716918945,3,Siemens,MAGNETOM Prisma,12582912,7735623,0.6147720813751221,56.21005222743228,2.0039368271827698,100.70838865578621,2.0039368271827698,3.440459122359531,1.9117575747063715,0.0,0.0,271.00608828663826,392.99574264138937,1.5467239246430613,0.4542
MR-ART,/run/media/falconnier/Elements1/datasets/BIDS_datasets/MR-ART/sub-664050/anat/sub-664050_acq-standard_T1w.nii.gz,,sub-664050,,192,256,256,1.0,1.0,1.0,7.205905914306641,3,Siemens,MAGNETOM Prisma,12582912,6395941,0.508303721745809,44.802605730652296,0.9983978234231472,94.73141699945435,0.9983978234231472,4.711776523972078,2.26039143355269,0.0,0.0,268.00325573422015,378.0045092571527,1.597941140013708,0.3914
MR-ART,/run/media/falconnier/Elements1/datasets/BIDS_datasets/MR-ART/sub-672229/anat/sub-672229_acq-standard_T1w.nii.gz,,sub-672229,,192,256,256,1.0,1.0,1.0,8.850797653198242,3,Siemens,Prisma,12582912,7568555,0.6014947096506754,73.0767900006973,2.002533098682761,145.49759077109763,2.002533098682761,3.6694967194590022,2.0668884614584204,0.0,0.0,412.0074061565101,566.0003642588854,1.122286611876789,0.4133
MR-ART,/run/media/falconnier/Elements1/datasets/BIDS_datasets/MR-ART/sub-678878/anat/sub-678878_acq-standard_T1w.nii.gz,,sub-678878,,192,256,256,1.0,1.0,1.0,10.597241401672363,3,Siemens,Prisma,12582912,8833842,0.7020506858825684,94.4442580069566,3.0118105094879866,157.3117857105261,3.0118105094879866,2.1168785493559357,1.644609490523807,0.0,0.0,426.00386428646743,586.9941457081586,0.9200903774700899,0.4819
MR-ART,/run/media/falconnier/Elements1/datasets/BIDS_datasets/MR-ART/sub-669067/anat/sub-669067_acq-standard_T1w.nii.gz,,sub-669067,,192,256,256,1.0,1.0,1.0,8.945136070251465,3,Siemens,Prisma,12582912,7867003,0.6252132256825765,74.66553679986515,1.9980773627758026,144.81530219729768,1.9980773627758026,3.6673363461476676,2.0514785558570323,0.0,0.0,409.9918515868485,590.9994963146746,0.9515540690213184,0.4237
MR-ART,/run/media/falconnier/Elements1/datasets/BIDS_datasets/MR-ART/sub-687508/anat/sub-687508_acq-standard_T1w.nii.gz,,sub-687508,,192,256,256,1.0,1.0,1.0,9.637816429138184,3,Siemens,MAGNETOM Prisma,12582912,8342743,0.6630216439565023,66.83296536478566,1.9986266531050205,108.58358328945864,1.9986266531050205,2.700129039881247,1.7008672890623684,0.0,0.0,284.99335734546185,427.0038835890591,1.606305301733782,0.4925
MR-ART,/run/media/falconnier/Elements1/datasets/BIDS_datasets/MR-ART/sub-680990/anat/sub-680990_acq-standard_T1w.nii.gz,,sub-680990,,192,256,256,1.0,1.0,1.0,10.937347412109375,3,Siemens,Prisma,12582912,8881426,0.705832322438558,97.1318510611995,2.993209660053253,163.18229751436934,2.993209660053253,2.908733214801374,1.788756821056901,0.0,0.0,433.00519244745374,662.9959397017956,1.2686364925599525,0.4797
MR-ART,/run/media/falconnier/Elements1/datasets/BIDS_datasets/MR-ART/sub-691641/anat/sub-691641_acq-standard_T1w.nii.gz,,sub-691641,,192,256,256,1.0,1.0,1.0,9.254892349243164,3,Siemens,Prisma,12582912,8232921,0.6542937755584717,76.49142317052811,1.9943540915846825,151.09670507321326,1.9943540915846825,3.47466359896688,2.0396597217302066,0.0,0.0,429.00550864078104,600.9986054990441,1.0349538273475827,0.4163
MR-ART,/run/media/falconnier/Elements1/datasets/BIDS_datasets/MR-ART/sub-694330/anat/sub-694330_acq-standard_T1w.nii.gz,,sub-694330,,192,256,256,1.0,1.0,1.0,8.344828605651855,3,Siemens,MAGNETOM Prisma,12582912,7212367,0.5731874306996664,54.39097549604217,2.000915613025427,108.11257177976705,2.000915613025427,5.202840326383047,2.2732929901756105,0.0,0.0,288.00275694578886,479.00628862529993,1.5164050707183416,0.4157
MR-ART,/run/media/falconnier/Elements1/datasets/BIDS_datasets/MR-ART/sub-691777/anat/sub-691777_acq-standard_T1w.nii.gz,,sub-691777,,192,256,256,1.0,1.0,1.0,8.952410697937012,3,Siemens,Prisma,12582912,7798510,0.6197698911031088,72.23205813583799,2.009704699739814,143.65008606451056,2.009704699739814,4.0332685334556855,2.111684239870098,0.0,0.0,404.00026698596776,581.9955943431705,0.8569650142095953,0.4142
MR-ART,/run/media/falconnier/Elements1/datasets/BIDS_datasets/MR-ART/sub-697441/anat/sub-697441_acq-standard_T1w.nii.gz,,sub-697441,,192,256,256,1.0,1.0,1.0,11.216191291809082,3,Siemens,Prisma,12582912,9413611,0.7481265862782797,102.54921221439037,3.9896850287914276,157.52011829418367,3.9896850287914276,1.01501679604542,1.3843175034707933,0.0,0.0,428.9995559491217,534.0106678754091,1.1119890312704475,0.5137
MR-ART,/run/media/falconnier/Elements1/datasets/BIDS_datasets/MR-ART/sub-714347/anat/sub-714347_acq-standard_T1w.nii.gz,,sub-714347,,192,256,256,1.0,1.0,1.0,11.000271797180176,3,Siemens,Prisma,12582912,9393246,0.7465081214904785,92.63834564746638,2.9980162251740694,152.09498078356364,2.9980162251740694,1.9864125766904,1.6113012855426225,0.0,0.0,412.010133234784,561.0012016389519,1.124624536437514,0.4879
MR-ART,/run/media/falconnier/Elements1/datasets/BIDS_datasets/MR-ART/sub-707576/anat/sub-707576_acq-standard_T1w.nii.gz,,sub-707576,,192,256,256,1.0,1.0,1.0,8.842897415161133,3,Siemens,Prisma,12582912,8209045,0.6523962815602621,61.9583581564521,2.0094911493360996,121.40483811917245,2.0094911493360996,3.313784553609909,1.9853417184505981,0.0,0.0,348.989798264578,442.99477447010577,0.8399958930709878,0.4194
MR-ART,/run/media/falconnier/Elements1/datasets/BIDS_datasets/MR-ART/sub-740606/anat/sub-740606_acq-standard_T1w.nii.gz,,sub-740606,,192,256,256,1.0,1.0,1.0,8.21997356414795,3,Siemens,Prisma,12582912,7312697,0.5811609427134196,68.94946543452524,2.0046692602336407,142.46873663590114,2.0046692602336407,4.266704047553929,2.1808283908566866,0.0,0.0,405.0012969225645,567.9896237328649,0.7212811773408823,0.3997
MR-ART,/run/media/falconnier/Elements1/datasets/BIDS_datasets/MR-ART/sub-750675/anat/sub-750675_acq-standard_T1w.nii.gz,,sub-750675,,192,256,256,1.0,1.0,1.0,8.358270645141602,3,Siemens,MAGNETOM Prisma,12582912,7251793,0.5763207276662191,50.47455176775179,1.0030670836567879,93.79229615853485,1.0030670836567879,3.125629133747905,1.9103757956871625,0.0,0.0,258.99648039601743,343.9950172463432,1.705966734205728,0.4394
MR-ART,/run/media/falconnier/Elements1/datasets/BIDS_datasets/MR-ART/sub-754006/anat/sub-754006_acq-standard_T1w.nii.gz,,sub-754006,,192,256,256,1.0,1.0,1.0,12.27334213256836,3,Siemens,Prisma,12582912,9913691,0.787869373957316,119.75455674606697,4.9946899227797985,177.74176749182254,4.9946899227797985,2.001635783019247,1.5515772096043434,0.0,0.0,469.0068724192679,714.002816580236,1.4149148059350367,0.5301
MR-ART,/run/media/falconnier/Elements1/datasets/BIDS_datasets/MR-ART/sub-723372/anat/sub-723372_acq-standard_T1w.nii.gz,,sub-723372,,192,256,256,1.0,1.0,1.0,10.002464294433594,3,Siemens,Prisma,12582912,8392997,0.6670154730478922,88.49898918440182,2.0085298605263233,164.21610817578895,2.0085298605263233,3.167177342624549,1.939725040533938,0.0,0.0,459.0008393637836,652.9999760985374,1.0779331559130065,0.4406
MR-ART,/run/media/falconnier/Elements1/datasets/BIDS_datasets/MR-ART/sub-754183/anat/sub-754183_acq-standard_T1w.nii.gz,,sub-754183,,192,256,256,1.0,1.0,1.0,9.30569076538086,3,Siemens,Prisma,12582912,8216100,0.6529569625854492,68.68974877915703,2.0008239410817623,132.82933151833583,2.0008239410817623,3.719388671062908,2.043520228787783,0.0,0.0,373.99074441567063,533.9954099897295,1.0243971184610008,0.4249
MR-ART,/run/media/falconnier/Elements1/datasets/BIDS_datasets/MR-ART/sub-764976/anat/sub-764976_acq-standard_T1w.nii.gz,,sub-764976,,192,256,256,1.0,1.0,1.0,9.941850662231445,3,Siemens,Prisma,12582912,8393059,0.6670204003651937,79.08753445438997,1.9977110624313354,145.2033048525146,1.9977110624313354,3.571121439157566,1.9773178741122157,0.0,0.0,394.9974198192358,598.997014477849,1.2894885552599493,0.4448
MR-ART,/run/media/falconnier/Elements1/datasets/BIDS_datasets/MR-ART/sub-757271/anat/sub-757271_acq-standard_T1w.nii.gz,,sub-757271,,192,256,256,1.0,1.0,1.0,9.837971687316895,3,Siemens,Prisma,12582912,8193134,0.651131788889567,89.36839926956979,2.0062561985105276,156.630348904206,2.0062561985105276,2.4586372785049937,1.7511733140868002,0.0,0.0,420.99702439270914,617.9902646001428,1.0535964138255691,0.4614
MR-ART,/run/media/falconnier/Elements1/datasets/BIDS_datasets/MR-ART/sub-778481/anat/sub-778481_acq-standard_T1w.nii.gz,,sub-778481,,192,256,256,1.0,1.0,1.0,11.152726173400879,3,Siemens,Prisma,12582912,9296703,0.7388355731964111,99.12663283170156,2.998092770576477,175.19634274988698,2.998092770576477,2.8459520688662563,1.8662717618650295,0.0,0.0,479.994652569294,693.0091439187527,1.251001594230169,0.4601
MR-ART,/run/media/falconnier/Elements1/datasets/BIDS_datasets/MR-ART/sub-772389/anat/sub-772389_acq-standard_T1w.nii.gz,,sub-772389,,192,256,256,1.0,1.0,1.0,10.085432052612305,3,Siemens,Prisma,12582912,8462234,0.6725179354349772,84.00255949199932,2.999298045411706,142.10631704877994,2.999298045411706,1.4338008462666654,1.5755513705875512,0.0,0.0,394.00359592959285,494.9919367041439,1.249923606316626,0.4752
